label,n,cagr,vol,mdd,sharpe,cagr_mdd,navx,recipe,rebal_days
theme4 UPRO/TECL/TYD/NUGT 25/25/25/25 @ 21d,3835,19.0,40.85,-58.98,0.63,0.32,14.1,theme4 UPRO/TECL/TYD/NUGT 25/25/25/25,21
theme4 UPRO/TECL/TYD/NUGT 25/25/25/25 @ 5d,3835,19.0,40.85,-58.98,0.63,0.32,14.1,theme4 UPRO/TECL/TYD/NUGT 25/25/25/25,5
theme4 SSO/QLD/UBT/UGL 25/25/25/25 @ 3d,3835,18.76,21.02,-46.46,0.92,0.4,13.7,theme4 SSO/QLD/UBT/UGL 25/25/25/25,3
theme4 SSO/QLD/UBT/UGL 25/25/25/25 @ 5d,3835,18.76,21.02,-46.46,0.92,0.4,13.7,theme4 SSO/QLD/UBT/UGL 25/25/25/25,5
theme4 SSO/QLD/UBT/UGL 25/25/25/25 @ 10d,3835,18.76,21.02,-46.46,0.92,0.4,13.7,theme4 SSO/QLD/UBT/UGL 25/25/25/25,10
theme4 SSO/QLD/UBT/UGL 25/25/25/25 @ 21d,3835,18.76,21.02,-46.46,0.92,0.4,13.7,theme4 SSO/QLD/UBT/UGL 25/25/25/25,21
theme4 SSO/QLD/TMF/UGL 25/25/25/25 @ 3d,3835,18.75,22.18,-52.16,0.89,0.36,13.7,theme4 SSO/QLD/TMF/UGL 25/25/25/25,3
theme4 SSO/QLD/TMF/UGL 25/25/25/25 @ 5d,3835,18.75,22.18,-52.16,0.89,0.36,13.7,theme4 SSO/QLD/TMF/UGL 25/25/25/25,5
theme4 SSO/QLD/TMF/UGL 25/25/25/25 @ 10d,3835,18.75,22.18,-52.16,0.89,0.36,13.7,theme4 SSO/QLD/TMF/UGL 25/25/25/25,10
theme4 SSO/QLD/TMF/UGL 25/25/25/25 @ 21d,3835,18.75,22.18,-52.16,0.89,0.36,13.7,theme4 SSO/QLD/TMF/UGL 25/25/25/25,21
HFEA 50/50 UPRO/TMF @ 21d,3835,18.59,28.9,-69.65,0.74,0.27,13.4,HFEA 50/50 UPRO/TMF,21
HFEA 50/50 UPRO/TMF @ 10d,3835,18.59,28.9,-69.65,0.74,0.27,13.4,HFEA 50/50 UPRO/TMF,10
HFEA 50/50 UPRO/TMF @ 5d,3835,18.59,28.9,-69.65,0.74,0.27,13.4,HFEA 50/50 UPRO/TMF,5
HFEA 50/50 UPRO/TMF @ 3d,3835,18.59,28.9,-69.65,0.74,0.27,13.4,HFEA 50/50 UPRO/TMF,3
theme4 SSO/QLD/TYD/UGL 25/25/25/25 @ 3d,3835,18.53,21.04,-43.62,0.91,0.42,13.3,theme4 SSO/QLD/TYD/UGL 25/25/25/25,3
theme4 SSO/QLD/TYD/UGL 25/25/25/25 @ 5d,3835,18.53,21.04,-43.62,0.91,0.42,13.3,theme4 SSO/QLD/TYD/UGL 25/25/25/25,5
theme4 SSO/QLD/TYD/UGL 25/25/25/25 @ 10d,3835,18.53,21.04,-43.62,0.91,0.42,13.3,theme4 SSO/QLD/TYD/UGL 25/25/25/25,10
theme4 SSO/QLD/TYD/UGL 25/25/25/25 @ 21d,3835,18.53,21.04,-43.62,0.91,0.42,13.3,theme4 SSO/QLD/TYD/UGL 25/25/25/25,21
3sleeve 30/50/20 TQQQ/TMF/UGL @ 10d,3835,18.11,27.97,-67.76,0.74,0.27,12.6,3sleeve 30/50/20 TQQQ/TMF/UGL,10
3sleeve 30/50/20 TQQQ/TMF/UGL @ 5d,3835,18.11,27.97,-67.76,0.74,0.27,12.6,3sleeve 30/50/20 TQQQ/TMF/UGL,5
3sleeve 30/50/20 TQQQ/TMF/UGL @ 21d,3835,18.11,27.97,-67.76,0.74,0.27,12.6,3sleeve 30/50/20 TQQQ/TMF/UGL,21
3sleeve 30/50/20 TQQQ/TMF/UGL @ 3d,3835,18.11,27.97,-67.76,0.74,0.27,12.6,3sleeve 30/50/20 TQQQ/TMF/UGL,3
UPRO/UGL 30/70 @ 3d,3835,18.08,28.55,-39.11,0.73,0.46,12.6,UPRO/UGL 30/70,3
UPRO/UGL 30/70 @ 5d,3835,18.08,28.55,-39.11,0.73,0.46,12.6,UPRO/UGL 30/70,5
UPRO/UGL 30/70 @ 10d,3835,18.08,28.55,-39.11,0.73,0.46,12.6,UPRO/UGL 30/70,10
UPRO/UGL 30/70 @ 21d,3835,18.08,28.55,-39.11,0.73,0.46,12.6,UPRO/UGL 30/70,21
3sleeve 40/40/20 UPRO/TMF/UGL @ 21d,3835,17.97,25.34,-60.29,0.78,0.3,12.4,3sleeve 40/40/20 UPRO/TMF/UGL,21
3sleeve 40/40/20 UPRO/TMF/UGL @ 5d,3835,17.97,25.34,-60.29,0.78,0.3,12.4,3sleeve 40/40/20 UPRO/TMF/UGL,5
3sleeve 40/40/20 UPRO/TMF/UGL @ 3d,3835,17.97,25.34,-60.29,0.78,0.3,12.4,3sleeve 40/40/20 UPRO/TMF/UGL,3
3sleeve 40/40/20 UPRO/TMF/UGL @ 10d,3835,17.97,25.34,-60.29,0.78,0.3,12.4,3sleeve 40/40/20 UPRO/TMF/UGL,10
3sleeve 30/10/60 UPRO/TMF/UGL @ 5d,3835,17.89,26.19,-42.04,0.76,0.43,12.2,3sleeve 30/10/60 UPRO/TMF/UGL,5
3sleeve 30/10/60 UPRO/TMF/UGL @ 3d,3835,17.89,26.19,-42.04,0.76,0.43,12.2,3sleeve 30/10/60 UPRO/TMF/UGL,3
3sleeve 30/10/60 UPRO/TMF/UGL @ 10d,3835,17.89,26.19,-42.04,0.76,0.43,12.2,3sleeve 30/10/60 UPRO/TMF/UGL,10
3sleeve 30/10/60 UPRO/TMF/UGL @ 21d,3835,17.89,26.19,-42.04,0.76,0.43,12.2,3sleeve 30/10/60 UPRO/TMF/UGL,21
3sleeve 20/10/70 TQQQ/TMF/UGL @ 10d,3835,17.79,27.65,-45.82,0.73,0.39,12.1,3sleeve 20/10/70 TQQQ/TMF/UGL,10
3sleeve 20/10/70 TQQQ/TMF/UGL @ 3d,3835,17.79,27.65,-45.82,0.73,0.39,12.1,3sleeve 20/10/70 TQQQ/TMF/UGL,3
3sleeve 20/10/70 TQQQ/TMF/UGL @ 21d,3835,17.79,27.65,-45.82,0.73,0.39,12.1,3sleeve 20/10/70 TQQQ/TMF/UGL,21
3sleeve 20/10/70 TQQQ/TMF/UGL @ 5d,3835,17.79,27.65,-45.82,0.73,0.39,12.1,3sleeve 20/10/70 TQQQ/TMF/UGL,5
EW-ALL 17 LETFs @ 3d,3835,17.62,36.38,-62.15,0.63,0.28,11.8,EW-ALL 17 LETFs,3
EW-ALL 17 LETFs @ 10d,3835,17.62,36.38,-62.15,0.63,0.28,11.8,EW-ALL 17 LETFs,10
EW-ALL 17 LETFs @ 21d,3835,17.62,36.38,-62.15,0.63,0.28,11.8,EW-ALL 17 LETFs,21
EW-ALL 17 LETFs @ 5d,3835,17.62,36.38,-62.15,0.63,0.28,11.8,EW-ALL 17 LETFs,5
100% FAS @ 21d,3835,17.45,59.93,-85.99,0.57,0.2,11.6,100% FAS,21
100% FAS @ 10d,3835,17.45,59.93,-85.99,0.57,0.2,11.6,100% FAS,10
100% FAS @ 3d,3835,17.45,59.93,-85.99,0.57,0.2,11.6,100% FAS,3
100% FAS @ 5d,3835,17.45,59.93,-85.99,0.57,0.2,11.6,100% FAS,5
3sleeve 30/20/50 UPRO/TMF/UGL @ 5d,3835,17.4,24.6,-47.39,0.78,0.37,11.5,3sleeve 30/20/50 UPRO/TMF/UGL,5
3sleeve 30/20/50 UPRO/TMF/UGL @ 3d,3835,17.4,24.6,-47.39,0.78,0.37,11.5,3sleeve 30/20/50 UPRO/TMF/UGL,3
3sleeve 30/20/50 UPRO/TMF/UGL @ 10d,3835,17.4,24.6,-47.39,0.78,0.37,11.5,3sleeve 30/20/50 UPRO/TMF/UGL,10
3sleeve 30/20/50 UPRO/TMF/UGL @ 21d,3835,17.4,24.6,-47.39,0.78,0.37,11.5,3sleeve 30/20/50 UPRO/TMF/UGL,21
3sleeve 20/20/60 TQQQ/TMF/UGL @ 10d,3835,17.31,26.16,-51.2,0.74,0.34,11.4,3sleeve 20/20/60 TQQQ/TMF/UGL,10
3sleeve 20/20/60 TQQQ/TMF/UGL @ 21d,3835,17.31,26.16,-51.2,0.74,0.34,11.4,3sleeve 20/20/60 TQQQ/TMF/UGL,21
3sleeve 20/20/60 TQQQ/TMF/UGL @ 5d,3835,17.31,26.16,-51.2,0.74,0.34,11.4,3sleeve 20/20/60 TQQQ/TMF/UGL,5
3sleeve 20/20/60 TQQQ/TMF/UGL @ 3d,3835,17.31,26.16,-51.2,0.74,0.34,11.4,3sleeve 20/20/60 TQQQ/TMF/UGL,3
theme4 SSO/TECL/UBT/NUGT 25/25/25/25 @ 3d,3835,17.25,37.62,-56.81,0.61,0.3,11.3,theme4 SSO/TECL/UBT/NUGT 25/25/25/25,3
theme4 SSO/TECL/UBT/NUGT 25/25/25/25 @ 5d,3835,17.25,37.62,-56.81,0.61,0.3,11.3,theme4 SSO/TECL/UBT/NUGT 25/25/25/25,5
theme4 SSO/TECL/UBT/NUGT 25/25/25/25 @ 10d,3835,17.25,37.62,-56.81,0.61,0.3,11.3,theme4 SSO/TECL/UBT/NUGT 25/25/25/25,10
theme4 SSO/TECL/UBT/NUGT 25/25/25/25 @ 21d,3835,17.25,37.62,-56.81,0.61,0.3,11.3,theme4 SSO/TECL/UBT/NUGT 25/25/25/25,21
theme4 SSO/TQQQ/UBT/NUGT 25/25/25/25 @ 3d,3835,17.23,37.02,-58.45,0.62,0.29,11.2,theme4 SSO/TQQQ/UBT/NUGT 25/25/25/25,3
theme4 SSO/TQQQ/UBT/NUGT 25/25/25/25 @ 5d,3835,17.23,37.02,-58.45,0.62,0.29,11.2,theme4 SSO/TQQQ/UBT/NUGT 25/25/25/25,5
theme4 SSO/TQQQ/UBT/NUGT 25/25/25/25 @ 21d,3835,17.23,37.02,-58.45,0.62,0.29,11.2,theme4 SSO/TQQQ/UBT/NUGT 25/25/25/25,21
theme4 SSO/TQQQ/UBT/NUGT 25/25/25/25 @ 10d,3835,17.23,37.02,-58.45,0.62,0.29,11.2,theme4 SSO/TQQQ/UBT/NUGT 25/25/25/25,10
theme4 SSO/TECL/TMF/NUGT 25/25/25/25 @ 5d,3835,17.2,38.37,-61.17,0.61,0.28,11.2,theme4 SSO/TECL/TMF/NUGT 25/25/25/25,5
theme4 SSO/TECL/TMF/NUGT 25/25/25/25 @ 3d,3835,17.2,38.37,-61.17,0.61,0.28,11.2,theme4 SSO/TECL/TMF/NUGT 25/25/25/25,3
theme4 SSO/TECL/TMF/NUGT 25/25/25/25 @ 21d,3835,17.2,38.37,-61.17,0.61,0.28,11.2,theme4 SSO/TECL/TMF/NUGT 25/25/25/25,21
theme4 SSO/TECL/TMF/NUGT 25/25/25/25 @ 10d,3835,17.2,38.37,-61.17,0.61,0.28,11.2,theme4 SSO/TECL/TMF/NUGT 25/25/25/25,10
theme4 SSO/TQQQ/TMF/NUGT 25/25/25/25 @ 10d,3835,17.17,37.8,-62.86,0.61,0.27,11.1,theme4 SSO/TQQQ/TMF/NUGT 25/25/25/25,10
theme4 SSO/TQQQ/TMF/NUGT 25/25/25/25 @ 5d,3835,17.17,37.8,-62.86,0.61,0.27,11.1,theme4 SSO/TQQQ/TMF/NUGT 25/25/25/25,5
theme4 SSO/TQQQ/TMF/NUGT 25/25/25/25 @ 21d,3835,17.17,37.8,-62.86,0.61,0.27,11.1,theme4 SSO/TQQQ/TMF/NUGT 25/25/25/25,21
theme4 SSO/TQQQ/TMF/NUGT 25/25/25/25 @ 3d,3835,17.17,37.8,-62.86,0.61,0.27,11.1,theme4 SSO/TQQQ/TMF/NUGT 25/25/25/25,3
theme4 SSO/TECL/TYD/NUGT 25/25/25/25 @ 21d,3835,16.99,37.72,-54.64,0.61,0.31,10.9,theme4 SSO/TECL/TYD/NUGT 25/25/25/25,21
theme4 SSO/TECL/TYD/NUGT 25/25/25/25 @ 5d,3835,16.99,37.72,-54.64,0.61,0.31,10.9,theme4 SSO/TECL/TYD/NUGT 25/25/25/25,5
theme4 SSO/TECL/TYD/NUGT 25/25/25/25 @ 3d,3835,16.99,37.72,-54.64,0.61,0.31,10.9,theme4 SSO/TECL/TYD/NUGT 25/25/25/25,3
theme4 SSO/TECL/TYD/NUGT 25/25/25/25 @ 10d,3835,16.99,37.72,-54.64,0.61,0.31,10.9,theme4 SSO/TECL/TYD/NUGT 25/25/25/25,10
theme4 SSO/TQQQ/TYD/NUGT 25/25/25/25 @ 3d,3835,16.98,37.1,-56.36,0.61,0.3,10.9,theme4 SSO/TQQQ/TYD/NUGT 25/25/25/25,3
theme4 SSO/TQQQ/TYD/NUGT 25/25/25/25 @ 21d,3835,16.98,37.1,-56.36,0.61,0.3,10.9,theme4 SSO/TQQQ/TYD/NUGT 25/25/25/25,21
theme4 SSO/TQQQ/TYD/NUGT 25/25/25/25 @ 5d,3835,16.98,37.1,-56.36,0.61,0.3,10.9,theme4 SSO/TQQQ/TYD/NUGT 25/25/25/25,5
theme4 SSO/TQQQ/TYD/NUGT 25/25/25/25 @ 10d,3835,16.98,37.1,-56.36,0.61,0.3,10.9,theme4 SSO/TQQQ/TYD/NUGT 25/25/25/25,10
3sleeve 30/30/40 UPRO/TMF/UGL @ 5d,3835,16.63,23.94,-52.72,0.76,0.32,10.4,3sleeve 30/30/40 UPRO/TMF/UGL,5
3sleeve 30/30/40 UPRO/TMF/UGL @ 3d,3835,16.63,23.94,-52.72,0.76,0.32,10.4,3sleeve 30/30/40 UPRO/TMF/UGL,3
3sleeve 30/30/40 UPRO/TMF/UGL @ 10d,3835,16.63,23.94,-52.72,0.76,0.32,10.4,3sleeve 30/30/40 UPRO/TMF/UGL,10
3sleeve 30/30/40 UPRO/TMF/UGL @ 21d,3835,16.63,23.94,-52.72,0.76,0.32,10.4,3sleeve 30/30/40 UPRO/TMF/UGL,21
3sleeve 40/50/10 UPRO/TMF/UGL @ 5d,3835,16.61,26.63,-67.14,0.71,0.25,10.4,3sleeve 40/50/10 UPRO/TMF/UGL,5
3sleeve 40/50/10 UPRO/TMF/UGL @ 10d,3835,16.61,26.63,-67.14,0.71,0.25,10.4,3sleeve 40/50/10 UPRO/TMF/UGL,10
3sleeve 40/50/10 UPRO/TMF/UGL @ 21d,3835,16.61,26.63,-67.14,0.71,0.25,10.4,3sleeve 40/50/10 UPRO/TMF/UGL,21
3sleeve 40/50/10 UPRO/TMF/UGL @ 3d,3835,16.61,26.63,-67.14,0.71,0.25,10.4,3sleeve 40/50/10 UPRO/TMF/UGL,3
3sleeve 20/30/50 TQQQ/TMF/UGL @ 10d,3835,16.54,25.54,-56.29,0.73,0.29,10.3,3sleeve 20/30/50 TQQQ/TMF/UGL,10
3sleeve 20/30/50 TQQQ/TMF/UGL @ 3d,3835,16.54,25.54,-56.29,0.73,0.29,10.3,3sleeve 20/30/50 TQQQ/TMF/UGL,3
3sleeve 20/30/50 TQQQ/TMF/UGL @ 21d,3835,16.54,25.54,-56.29,0.73,0.29,10.3,3sleeve 20/30/50 TQQQ/TMF/UGL,21
3sleeve 20/30/50 TQQQ/TMF/UGL @ 5d,3835,16.54,25.54,-56.29,0.73,0.29,10.3,3sleeve 20/30/50 TQQQ/TMF/UGL,5
3sleeve 30/60/10 TQQQ/TMF/UGL @ 10d,3835,16.45,29.99,-72.36,0.66,0.23,10.2,3sleeve 30/60/10 TQQQ/TMF/UGL,10
3sleeve 30/60/10 TQQQ/TMF/UGL @ 21d,3835,16.45,29.99,-72.36,0.66,0.23,10.2,3sleeve 30/60/10 TQQQ/TMF/UGL,21
3sleeve 30/60/10 TQQQ/TMF/UGL @ 3d,3835,16.45,29.99,-72.36,0.66,0.23,10.2,3sleeve 30/60/10 TQQQ/TMF/UGL,3
3sleeve 30/60/10 TQQQ/TMF/UGL @ 5d,3835,16.45,29.99,-72.36,0.66,0.23,10.2,3sleeve 30/60/10 TQQQ/TMF/UGL,5
theme4 UPRO/QLD/UBT/NUGT 25/25/25/25 @ 10d,3835,16.25,36.5,-56.38,0.6,0.29,9.9,theme4 UPRO/QLD/UBT/NUGT 25/25/25/25,10
theme4 UPRO/QLD/UBT/NUGT 25/25/25/25 @ 5d,3835,16.25,36.5,-56.38,0.6,0.29,9.9,theme4 UPRO/QLD/UBT/NUGT 25/25/25/25,5
theme4 UPRO/QLD/UBT/NUGT 25/25/25/25 @ 3d,3835,16.25,36.5,-56.38,0.6,0.29,9.9,theme4 UPRO/QLD/UBT/NUGT 25/25/25/25,3
theme4 UPRO/QLD/UBT/NUGT 25/25/25/25 @ 21d,3835,16.25,36.5,-56.38,0.6,0.29,9.9,theme4 UPRO/QLD/UBT/NUGT 25/25/25/25,21
theme4 UPRO/QLD/TMF/NUGT 25/25/25/25 @ 3d,3835,16.19,37.27,-60.7,0.59,0.27,9.8,theme4 UPRO/QLD/TMF/NUGT 25/25/25/25,3
theme4 UPRO/QLD/TMF/NUGT 25/25/25/25 @ 5d,3835,16.19,37.27,-60.7,0.59,0.27,9.8,theme4 UPRO/QLD/TMF/NUGT 25/25/25/25,5
theme4 UPRO/QLD/TMF/NUGT 25/25/25/25 @ 21d,3835,16.19,37.27,-60.7,0.59,0.27,9.8,theme4 UPRO/QLD/TMF/NUGT 25/25/25/25,21
theme4 UPRO/QLD/TMF/NUGT 25/25/25/25 @ 10d,3835,16.19,37.27,-60.7,0.59,0.27,9.8,theme4 UPRO/QLD/TMF/NUGT 25/25/25/25,10
theme4 UPRO/QLD/TYD/NUGT 25/25/25/25 @ 5d,3835,15.99,36.6,-54.32,0.59,0.29,9.6,theme4 UPRO/QLD/TYD/NUGT 25/25/25/25,5
theme4 UPRO/QLD/TYD/NUGT 25/25/25/25 @ 3d,3835,15.99,36.6,-54.32,0.59,0.29,9.6,theme4 UPRO/QLD/TYD/NUGT 25/25/25/25,3
theme4 UPRO/QLD/TYD/NUGT 25/25/25/25 @ 21d,3835,15.99,36.6,-54.32,0.59,0.29,9.6,theme4 UPRO/QLD/TYD/NUGT 25/25/25/25,21
theme4 UPRO/QLD/TYD/NUGT 25/25/25/25 @ 10d,3835,15.99,36.6,-54.32,0.59,0.29,9.6,theme4 UPRO/QLD/TYD/NUGT 25/25/25/25,10
3sleeve 30/40/30 UPRO/TMF/UGL @ 21d,3835,15.58,24.28,-57.79,0.72,0.27,9.1,3sleeve 30/40/30 UPRO/TMF/UGL,21
3sleeve 30/40/30 UPRO/TMF/UGL @ 10d,3835,15.58,24.28,-57.79,0.72,0.27,9.1,3sleeve 30/40/30 UPRO/TMF/UGL,10
3sleeve 30/40/30 UPRO/TMF/UGL @ 5d,3835,15.58,24.28,-57.79,0.72,0.27,9.1,3sleeve 30/40/30 UPRO/TMF/UGL,5
3sleeve 30/40/30 UPRO/TMF/UGL @ 3d,3835,15.58,24.28,-57.79,0.72,0.27,9.1,3sleeve 30/40/30 UPRO/TMF/UGL,3
3sleeve 20/40/40 TQQQ/TMF/UGL @ 5d,3835,15.49,25.87,-61.06,0.69,0.25,9.0,3sleeve 20/40/40 TQQQ/TMF/UGL,5
3sleeve 20/40/40 TQQQ/TMF/UGL @ 3d,3835,15.49,25.87,-61.06,0.69,0.25,9.0,3sleeve 20/40/40 TQQQ/TMF/UGL,3
3sleeve 20/40/40 TQQQ/TMF/UGL @ 21d,3835,15.49,25.87,-61.06,0.69,0.25,9.0,3sleeve 20/40/40 TQQQ/TMF/UGL,21
3sleeve 20/40/40 TQQQ/TMF/UGL @ 10d,3835,15.49,25.87,-61.06,0.69,0.25,9.0,3sleeve 20/40/40 TQQQ/TMF/UGL,10
UPRO/UGL 20/80 @ 21d,3835,15.23,29.0,-50.9,0.63,0.3,8.6,UPRO/UGL 20/80,21
UPRO/UGL 20/80 @ 10d,3835,15.23,29.0,-50.9,0.63,0.3,8.6,UPRO/UGL 20/80,10
UPRO/UGL 20/80 @ 5d,3835,15.23,29.0,-50.9,0.63,0.3,8.6,UPRO/UGL 20/80,5
UPRO/UGL 20/80 @ 3d,3835,15.23,29.0,-50.9,0.63,0.3,8.6,UPRO/UGL 20/80,3
3sleeve 20/10/70 UPRO/TMF/UGL @ 3d,3835,15.05,26.65,-42.57,0.66,0.35,8.4,3sleeve 20/10/70 UPRO/TMF/UGL,3
3sleeve 20/10/70 UPRO/TMF/UGL @ 5d,3835,15.05,26.65,-42.57,0.66,0.35,8.4,3sleeve 20/10/70 UPRO/TMF/UGL,5
3sleeve 20/10/70 UPRO/TMF/UGL @ 21d,3835,15.05,26.65,-42.57,0.66,0.35,8.4,3sleeve 20/10/70 UPRO/TMF/UGL,21
3sleeve 20/10/70 UPRO/TMF/UGL @ 10d,3835,15.05,26.65,-42.57,0.66,0.35,8.4,3sleeve 20/10/70 UPRO/TMF/UGL,10
HFEA 40/60 UPRO/TMF @ 21d,3835,14.99,28.72,-73.14,0.63,0.2,8.4,HFEA 40/60 UPRO/TMF,21
HFEA 40/60 UPRO/TMF @ 10d,3835,14.99,28.72,-73.14,0.63,0.2,8.4,HFEA 40/60 UPRO/TMF,10
HFEA 40/60 UPRO/TMF @ 3d,3835,14.99,28.72,-73.14,0.63,0.2,8.4,HFEA 40/60 UPRO/TMF,3
HFEA 40/60 UPRO/TMF @ 5d,3835,14.99,28.72,-73.14,0.63,0.2,8.4,HFEA 40/60 UPRO/TMF,5
3sleeve 20/20/60 UPRO/TMF/UGL @ 3d,3835,14.59,25.05,-46.61,0.67,0.31,7.9,3sleeve 20/20/60 UPRO/TMF/UGL,3
3sleeve 20/20/60 UPRO/TMF/UGL @ 5d,3835,14.59,25.05,-46.61,0.67,0.31,7.9,3sleeve 20/20/60 UPRO/TMF/UGL,5
3sleeve 20/20/60 UPRO/TMF/UGL @ 10d,3835,14.59,25.05,-46.61,0.67,0.31,7.9,3sleeve 20/20/60 UPRO/TMF/UGL,10
3sleeve 20/20/60 UPRO/TMF/UGL @ 21d,3835,14.59,25.05,-46.61,0.67,0.31,7.9,3sleeve 20/20/60 UPRO/TMF/UGL,21
HFEA-Tech 30/70 TQQQ/TMF @ 10d,3835,14.54,32.64,-77.84,0.58,0.19,7.9,HFEA-Tech 30/70 TQQQ/TMF,10
HFEA-Tech 30/70 TQQQ/TMF @ 21d,3835,14.54,32.64,-77.84,0.58,0.19,7.9,HFEA-Tech 30/70 TQQQ/TMF,21
HFEA-Tech 30/70 TQQQ/TMF @ 5d,3835,14.54,32.64,-77.84,0.58,0.19,7.9,HFEA-Tech 30/70 TQQQ/TMF,5
HFEA-Tech 30/70 TQQQ/TMF @ 3d,3835,14.54,32.64,-77.84,0.58,0.19,7.9,HFEA-Tech 30/70 TQQQ/TMF,3
3sleeve 30/50/20 UPRO/TMF/UGL @ 21d,3835,14.26,25.59,-64.9,0.65,0.22,7.6,3sleeve 30/50/20 UPRO/TMF/UGL,21
3sleeve 30/50/20 UPRO/TMF/UGL @ 10d,3835,14.26,25.59,-64.9,0.65,0.22,7.6,3sleeve 30/50/20 UPRO/TMF/UGL,10
3sleeve 30/50/20 UPRO/TMF/UGL @ 3d,3835,14.26,25.59,-64.9,0.65,0.22,7.6,3sleeve 30/50/20 UPRO/TMF/UGL,3
3sleeve 30/50/20 UPRO/TMF/UGL @ 5d,3835,14.26,25.59,-64.9,0.65,0.22,7.6,3sleeve 30/50/20 UPRO/TMF/UGL,5
3sleeve 20/50/30 TQQQ/TMF/UGL @ 5d,3835,14.17,27.11,-65.74,0.62,0.22,7.5,3sleeve 20/50/30 TQQQ/TMF/UGL,5
3sleeve 20/50/30 TQQQ/TMF/UGL @ 3d,3835,14.17,27.11,-65.74,0.62,0.22,7.5,3sleeve 20/50/30 TQQQ/TMF/UGL,3
3sleeve 20/50/30 TQQQ/TMF/UGL @ 21d,3835,14.17,27.11,-65.74,0.62,0.22,7.5,3sleeve 20/50/30 TQQQ/TMF/UGL,21
3sleeve 20/50/30 TQQQ/TMF/UGL @ 10d,3835,14.17,27.11,-65.74,0.62,0.22,7.5,3sleeve 20/50/30 TQQQ/TMF/UGL,10
theme4 SSO/QLD/UBT/NUGT 25/25/25/25 @ 21d,3835,13.97,33.78,-52.69,0.56,0.27,7.3,theme4 SSO/QLD/UBT/NUGT 25/25/25/25,21
theme4 SSO/QLD/UBT/NUGT 25/25/25/25 @ 10d,3835,13.97,33.78,-52.69,0.56,0.27,7.3,theme4 SSO/QLD/UBT/NUGT 25/25/25/25,10
theme4 SSO/QLD/UBT/NUGT 25/25/25/25 @ 3d,3835,13.97,33.78,-52.69,0.56,0.27,7.3,theme4 SSO/QLD/UBT/NUGT 25/25/25/25,3
theme4 SSO/QLD/UBT/NUGT 25/25/25/25 @ 5d,3835,13.97,33.78,-52.69,0.56,0.27,7.3,theme4 SSO/QLD/UBT/NUGT 25/25/25/25,5
theme4 SSO/QLD/TMF/NUGT 25/25/25/25 @ 10d,3835,13.87,34.72,-57.66,0.55,0.24,7.2,theme4 SSO/QLD/TMF/NUGT 25/25/25/25,10
theme4 SSO/QLD/TMF/NUGT 25/25/25/25 @ 21d,3835,13.87,34.72,-57.66,0.55,0.24,7.2,theme4 SSO/QLD/TMF/NUGT 25/25/25/25,21
theme4 SSO/QLD/TMF/NUGT 25/25/25/25 @ 5d,3835,13.87,34.72,-57.66,0.55,0.24,7.2,theme4 SSO/QLD/TMF/NUGT 25/25/25/25,5
theme4 SSO/QLD/TMF/NUGT 25/25/25/25 @ 3d,3835,13.87,34.72,-57.66,0.55,0.24,7.2,theme4 SSO/QLD/TMF/NUGT 25/25/25/25,3
3sleeve 20/30/50 UPRO/TMF/UGL @ 10d,3835,13.85,24.36,-52.27,0.65,0.26,7.2,3sleeve 20/30/50 UPRO/TMF/UGL,10
3sleeve 20/30/50 UPRO/TMF/UGL @ 21d,3835,13.85,24.36,-52.27,0.65,0.26,7.2,3sleeve 20/30/50 UPRO/TMF/UGL,21
3sleeve 20/30/50 UPRO/TMF/UGL @ 3d,3835,13.85,24.36,-52.27,0.65,0.26,7.2,3sleeve 20/30/50 UPRO/TMF/UGL,3
3sleeve 20/30/50 UPRO/TMF/UGL @ 5d,3835,13.85,24.36,-52.27,0.65,0.26,7.2,3sleeve 20/30/50 UPRO/TMF/UGL,5
theme4 SSO/QLD/TYD/NUGT 25/25/25/25 @ 21d,3835,13.77,33.76,-51.0,0.55,0.27,7.1,theme4 SSO/QLD/TYD/NUGT 25/25/25/25,21
theme4 SSO/QLD/TYD/NUGT 25/25/25/25 @ 10d,3835,13.77,33.76,-51.0,0.55,0.27,7.1,theme4 SSO/QLD/TYD/NUGT 25/25/25/25,10
theme4 SSO/QLD/TYD/NUGT 25/25/25/25 @ 3d,3835,13.77,33.76,-51.0,0.55,0.27,7.1,theme4 SSO/QLD/TYD/NUGT 25/25/25/25,3
theme4 SSO/QLD/TYD/NUGT 25/25/25/25 @ 5d,3835,13.77,33.76,-51.0,0.55,0.27,7.1,theme4 SSO/QLD/TYD/NUGT 25/25/25/25,5
3sleeve 10/10/80 TQQQ/TMF/UGL @ 21d,3835,13.26,28.67,-53.97,0.58,0.25,6.7,3sleeve 10/10/80 TQQQ/TMF/UGL,21
3sleeve 10/10/80 TQQQ/TMF/UGL @ 10d,3835,13.26,28.67,-53.97,0.58,0.25,6.7,3sleeve 10/10/80 TQQQ/TMF/UGL,10
3sleeve 10/10/80 TQQQ/TMF/UGL @ 5d,3835,13.26,28.67,-53.97,0.58,0.25,6.7,3sleeve 10/10/80 TQQQ/TMF/UGL,5
3sleeve 10/10/80 TQQQ/TMF/UGL @ 3d,3835,13.26,28.67,-53.97,0.58,0.25,6.7,3sleeve 10/10/80 TQQQ/TMF/UGL,3
