,net_ret,mult,p_bad
2020-06-30,-8.122947354265771e-05,0.0556823951789015,0.687206651309443
2020-07-01,-0.00023199655067213272,0.13838004607167098,0.6553971969764819
2020-07-02,0.0015734187407438957,0.23380840907055433,0.6426738525210756
2020-07-03,-1.36839717412054e-05,0.2719784424367734,0.6451563761317561
2020-07-06,0.003217235778726232,0.26453087160473165,0.6318764571864557
2020-07-07,0.0015922372915369353,0.304370628440633,0.6554209660499835
2020-07-08,0.0041288813390730865,0.2337371018500497,0.6897969196730723
2020-07-09,-0.00059445758214551,0.13060924098078308,0.7310524529067871
2020-07-10,3.441258755703568e-05,0.006842641279638739,0.7244678603056696
2020-07-13,-0.00020408119250797958,0.026596419082991374,0.6761311543966639
2020-07-14,-0.0007872620926900463,0.17160653681000826,0.7124187157034955
2020-07-15,-3.956188954996362e-06,0.06274385288951367,0.6905343536662814
2020-07-16,-0.0003483094783163131,0.128396939001156,0.6949248977825592
2020-07-17,0.0023687820388469524,0.11522530665232256,0.6705112108045554
2020-07-20,0.0009028513014108536,0.18846636758633373,0.6534305847067438
2020-07-21,0.003435135864434221,0.2397082458797688,0.6116927201021506
2020-07-22,-0.006364546757083086,0.3649218396935483,0.6198987077559296
2020-07-23,-0.0015977273166421831,0.3403038767322113,0.5774491957364488
2020-07-24,0.004286310441487615,0.4676524127906536,0.5970548486546112
2020-07-27,0.009131305987099343,0.4088354540361664,0.623181828022353
2020-07-28,0.0034985454827727467,0.33045451593294106,0.5969954505480827
2020-07-29,0.008244141054440542,0.40901364835575205,0.6138731739092863
2020-07-30,0.001298771207824878,0.35838047827214115,0.6454862859582494
2020-07-31,0.0036901985375157186,0.2635411421252518,0.6342079559830747
2020-08-03,0.0025262607354369993,0.29737613205077607,0.6297458988326265
2020-08-04,0.005717491302898386,0.3107623035021204,0.637054686294584
2020-08-05,0.005658112054149353,0.2888359411162482,0.6431313911275658
2020-08-06,3.691218978424963e-05,0.2706058266173027,0.6925940822080082
2020-08-07,-0.0015751384734289176,0.1222177533759754,0.6915163854872902
2020-08-10,-0.0024082087276056014,0.1254508435381294,0.661968767606127
2020-08-11,-0.002993530166748891,0.21409369718161908,0.627305163291681
2020-08-12,0.0016384852700078451,0.3180845101249572,0.6248471145282367
2020-08-13,0.00014810653605390424,0.3254586564152899,0.5919784217272609
